id,start_time,stop_time,trial,photostim_onset,photostim_power,photostim_duration,trial_uid,task,task_protocol,trial_instruction,early_lick,outcome,auto_water,free_water,delay_start_times,delay_stop_times,go_start_times,go_stop_times,left_lick_times,photostim_start_times,photostim_stop_times,presample_start_times,presample_stop_times,right_lick_times,sample_start_times,sample_stop_times
0,0.0,6.3984,1,N/A,N/A,N/A,1,audio delay,1,right,early,hit,0,0,"[2.9104, 3.4693]","[3.4693, 4.6693]",4.6693,6.1693,[],[],[],0.5,1.2264,"[1.566, 1.7301, 1.9304, 2.1604, 3.3693, 4.8584, 5.0187, 5.188, 5.3868]","[1.2264, 1.666, 1.8301, 2.0304, 2.2604]","[1.8764, 2.316, 2.4801, 2.6804, 2.9104]"
1,8.1826,15.6731,2,N/A,N/A,N/A,2,audio delay,1,right,early,hit,0,0,"[11.2405, 12.508, 12.6393]","[12.508, 12.6393, 13.8393]",13.8393,15.3393,9.8802,[],[],8.6826,9.5672,"[10.0902, 10.2978, 10.4905, 12.408, 12.5393, 14.1331, 14.3178, 14.4859, 14.665, 14.8095]","[9.5672, 9.9802, 10.1902, 10.3978, 10.5905]","[10.2172, 10.6302, 10.8402, 11.0478, 11.2405]"
2,17.4574,22.428,3,N/A,N/A,N/A,3,audio delay,1,right,no early,hit,0,0,19.474,20.674,20.674,22.174,[],[],[],17.9574,18.824,"[20.888, 21.0551, 21.1944, 21.3474, 21.52]",18.824,19.474
3,24.2136,30.0776,4,N/A,N/A,N/A,4,audio delay,1,right,early,hit,0,0,"[26.2237, 26.9512, 27.1906]","[26.9512, 27.1906, 28.3906]",28.3906,29.8906,26.8512,[],[],24.7136,25.5737,"[27.0906, 28.5376, 28.7222, 28.8647]",25.5737,26.2237
4,31.8635,36.881,5,N/A,N/A,N/A,5,audio delay,1,left,no early,hit,0,0,33.869,35.069,35.069,36.569,"[35.341, 35.5021, 35.6484, 35.8384]",[],[],32.3635,33.219,[],33.219,33.869
5,38.6682,43.0423,6,N/A,N/A,N/A,6,audio delay,1,left,early,miss,0,0,41.1599,42.3599,42.3599,[],40.4099,[],[],39.1682,39.8395,"[42.5423, 42.6558, 42.8062]","[39.8395, 40.5099]","[40.4895, 41.1599]"
6,44.8304,49.6568,7,N/A,N/A,N/A,7,audio delay,1,left,no early,hit,0,0,46.7474,47.9474,47.9474,49.4474,"[48.1168, 48.2397, 48.448, 48.6268, 48.7773]",[],[],45.3304,46.0974,[],46.0974,46.7474
7,51.4462,56.4808,8,N/A,N/A,N/A,8,audio delay,1,left,no early,hit,0,0,53.374,54.574,54.574,56.074,"[54.9408, 55.1182, 55.2647, 55.4489]",[],[],51.9462,52.724,[],52.724,53.374
8,58.2709,63.8583,9,N/A,N/A,N/A,9,audio delay,1,left,early,hit,0,0,60.8528,62.0528,62.0528,63.5528,"[59.9677, 60.1028, 62.3183, 62.4874, 62.6607]",[],[],58.7709,59.5763,[],"[59.5763, 60.0677, 60.2028]","[60.2263, 60.7177, 60.8528]"
9,65.6498,69.4125,10,N/A,N/A,N/A,10,audio delay,1,right,no early,miss,0,0,67.5139,68.7139,68.7139,[],"[68.9125, 69.1197]",[],[],66.1498,66.8639,"[68.7287, 69.2981]",66.8639,67.5139
10,71.3192,76.3513,11,N/A,N/A,N/A,11,audio delay,1,right,early,hit,0,0,"[73.2635, 73.3832]","[73.3832, 74.5832]",74.5832,76.0832,[],[],[],71.8192,72.6135,"[71.3895, 72.1066, 73.2832, 74.8113, 74.9692, 75.119, 75.2938, 75.4604]",72.6135,73.2635
11,78.1437,83.1245,12,N/A,N/A,N/A,12,audio delay,1,right,no early,hit,0,0,80.1844,81.3844,81.3844,82.8844,[],[],[],78.6437,79.5344,"[81.5845, 81.7599, 81.892, 82.0378, 82.2115]",79.5344,80.1844
12,84.9175,89.6787,13,N/A,N/A,N/A,13,audio delay,1,right,no early,hit,0,0,86.8125,88.0125,88.0125,89.5125,[],[],[],85.4175,86.1625,"[88.1387, 88.3278, 88.4526, 88.659]",86.1625,86.8125
13,91.4728,95.3385,14,N/A,N/A,N/A,14,audio delay,1,right,no early,miss,0,0,93.3822,94.5822,94.5822,[],94.8385,[],[],91.9728,92.7322,"[95.0236, 95.215]",92.7322,93.3822
14,97.1331,103.6551,15,N/A,N/A,N/A,15,audio delay,1,right,early,hit,0,0,"[100.0496, 100.7547]","[100.7547, 101.9547]",101.9547,103.4547,[],[],[],97.6331,98.3281,"[98.8908, 99.0635, 99.2996, 100.6547, 102.1151, 102.2749, 102.4124, 102.5971, 102.7943]","[98.3281, 98.9908, 99.1635, 99.3996]","[98.9781, 99.6408, 99.8135, 100.0496]"
15,105.4504,110.4447,16,N/A,N/A,N/A,16,audio delay,1,left,no early,hit,0,0,107.3697,108.5697,108.5697,110.0697,"[108.9047, 109.071, 109.2174, 109.3926]",[],[],105.9504,106.7197,[],106.7197,107.3697
16,112.2418,117.1285,17,N/A,N/A,N/A,17,audio delay,1,left,no early,ignore,0,0,114.1285,115.3285,115.3285,116.8285,[],[],[],112.7418,113.4785,[],113.4785,114.1285
17,118.927,124.1507,18,N/A,N/A,N/A,18,audio delay,1,left,early,miss,0,0,122.2571,123.4571,123.4571,[],"[120.6638, 120.8376]",[],[],119.427,120.1423,"[121.0495, 121.2202, 121.3257, 121.5071, 123.6507, 123.7867]","[120.1423, 120.7638, 120.9376, 121.1495, 121.3202, 121.4257, 121.6071]","[120.7923, 121.4138, 121.5876, 121.7995, 121.9702, 122.0757, 122.2571]"
18,125.9504,130.8862,19,N/A,N/A,N/A,19,audio delay,1,left,no early,hit,0,0,127.8792,129.0792,129.0792,130.5792,"[129.3462, 129.5151, 129.6687, 129.8342]",[],[],126.4504,127.2292,[],127.2292,127.8792
