id,start_time,stop_time,trial,photostim_onset,photostim_power,photostim_duration,trial_uid,task,task_protocol,trial_instruction,early_lick,outcome,auto_water,free_water,delay_start_times,delay_stop_times,go_start_times,go_stop_times,left_lick_times,photostim_start_times,photostim_stop_times,presample_start_times,presample_stop_times,right_lick_times,sample_start_times,sample_stop_times
0,0.0,5.0113,1,N/A,N/A,N/A,1,audio delay,1,right,no early,hit,0,0,1.9419,3.1419,3.1419,4.6419,[],[],[],0.5,1.2919,"[3.4713, 3.6216, 3.8285, 3.9697, 4.1261, 4.2891, 4.7927, 4.9758]",1.2919,1.9419
1,6.7989,11.8273,2,N/A,N/A,N/A,2,audio delay,1,right,no early,hit,0,0,8.7355,9.9355,9.9355,11.4355,[],[],[],7.2989,8.0855,"[10.2873, 10.4511, 10.5961, 10.7709, 10.9216]",8.0855,8.7355
2,13.6139,19.4089,3,N/A,N/A,N/A,3,audio delay,1,right,early,hit,0,0,"[15.5385, 16.3327, 16.4744]","[16.3327, 16.4744, 17.6744]",17.6744,19.1744,[],[],[],14.1139,14.8885,"[16.2327, 16.3744, 17.6963, 17.8689, 18.0482, 18.1911, 18.3649]",14.8885,15.5385
3,21.197,26.0906,4,N/A,N/A,N/A,4,audio delay,1,right,no early,hit,0,0,23.1296,24.3296,24.3296,25.8296,[],[],[],21.697,22.4796,"[24.3687, 24.5506, 24.7363, 24.8938, 25.0531, 25.2147]",22.4796,23.1296
4,27.8804,31.8472,5,N/A,N/A,N/A,5,audio delay,1,left,no early,miss,0,0,29.8413,31.0413,31.0413,[],[],[],[],28.3804,29.1913,"[31.3472, 31.5102]",29.1913,29.8413
5,34.83,39.1908,6,N/A,N/A,N/A,6,audio delay,1,left,early,miss,0,0,37.2028,38.4028,38.4028,[],[],[],[],35.33,36.0926,"[36.2387, 36.4528, 38.6908, 38.8627]","[36.0926, 36.3387, 36.5528]","[36.7426, 36.9887, 37.2028]"
6,40.9821,45.8705,7,N/A,N/A,N/A,7,audio delay,1,left,no early,ignore,0,0,42.8705,44.0705,44.0705,45.5705,[],[],[],41.4821,42.2205,[],42.2205,42.8705
7,47.6612,52.6686,8,N/A,N/A,N/A,8,audio delay,1,left,no early,ignore,0,0,49.6686,50.8686,50.8686,52.3686,[],[],[],48.1612,49.0186,[],49.0186,49.6686
8,54.4621,59.405,9,N/A,N/A,N/A,9,audio delay,1,left,no early,ignore,0,0,56.405,57.605,57.605,59.105,[],[],[],54.9621,55.755,[],55.755,56.405
9,61.2003,66.4752,10,N/A,N/A,N/A,10,audio delay,1,left,no early,hit,0,0,63.2236,64.4236,64.4236,65.9236,64.9352,[],[],61.7003,62.5736,65.1107,62.5736,63.2236
