id,start_time,stop_time,trial,photostim_onset,photostim_power,photostim_duration,trial_uid,task,task_protocol,trial_instruction,early_lick,outcome,auto_water,free_water,delay_start_times,delay_stop_times,go_start_times,go_stop_times,left_lick_times,photostim_start_times,photostim_stop_times,presample_start_times,presample_stop_times,right_lick_times,sample_start_times,sample_stop_times
0,0.0,4.5316,1,N/A,N/A,N/A,1,audio delay,1,left,early,miss,0,0,2.4785,3.6785,3.6785,[],[],[],[],0.5,1.3998,"[1.7285, 4.0316, 4.17, 4.341]","[1.3998, 1.8285]","[2.0498, 2.4785]"
1,6.3161,11.9956,2,N/A,N/A,N/A,2,audio delay,1,left,early,ignore,0,0,8.9956,10.1956,10.1956,11.6956,"[8.1017, 8.2456]",[],[],6.8161,7.5742,[],"[7.5742, 8.2017, 8.3456]","[8.2242, 8.8517, 8.9956]"
2,13.78,18.137,3,N/A,N/A,N/A,3,audio delay,1,left,early,miss,0,0,16.238,17.438,17.438,[],"[15.326, 15.488]",[],[],14.28,15.0613,17.637,"[15.0613, 15.426, 15.588]","[15.7113, 16.076, 16.238]"
3,19.9229,25.3884,4,N/A,N/A,N/A,4,audio delay,1,left,early,hit,0,0,22.4813,23.6813,23.6813,25.1813,"[21.7313, 23.8484, 24.0247, 24.1678, 24.3229, 24.5119, 24.6747, 24.841, 25.0204, 25.1951, 25.3579]",[],[],20.4229,21.0835,[],"[21.0835, 21.8313]","[21.7335, 22.4813]"
4,27.1749,32.4799,5,N/A,N/A,N/A,5,audio delay,1,left,early,hit,0,0,29.5914,30.7914,30.7914,32.2914,"[28.8414, 30.9399, 31.1091, 31.2551, 31.4001, 31.5841, 31.7742]",[],[],27.6749,28.4215,[],"[28.4215, 28.9414]","[29.0715, 29.5914]"
5,34.2675,39.1789,6,N/A,N/A,N/A,6,audio delay,1,left,no early,hit,0,0,36.1289,37.3289,37.3289,38.8289,"[37.6389, 37.7838, 37.9475, 38.1148, 38.3097]",[],[],34.7675,35.4789,[],35.4789,36.1289
6,40.9661,45.941,7,N/A,N/A,N/A,7,audio delay,1,right,no early,hit,0,0,42.8453,44.0453,44.0453,45.5453,[],[],[],41.4661,42.1953,"[44.401, 44.5821, 44.7441, 44.901, 45.0601, 45.2234]",42.1953,42.8453
7,47.7292,52.9101,8,N/A,N/A,N/A,8,audio delay,1,right,early,hit,0,0,"[49.5973, 49.7447, 49.8939]","[49.7447, 49.8939, 51.0939]",51.0939,52.5939,[],[],[],48.2292,48.9473,"[49.6447, 49.7939, 51.3701, 51.5261, 51.6934, 51.8483, 51.9961, 52.1517]",48.9473,49.5973
8,54.7004,59.4569,9,N/A,N/A,N/A,9,audio delay,1,right,no early,hit,0,0,56.545,57.745,57.745,59.245,[],[],[],55.2004,55.895,"[57.9169, 58.0278, 58.219, 58.3795, 58.5492, 58.6964, 58.834]",55.895,56.545
9,61.247,65.0116,10,N/A,N/A,N/A,10,audio delay,1,left,no early,miss,0,0,63.072,64.272,64.272,[],[],[],[],61.747,62.422,"[64.5116, 64.668]",62.422,63.072
10,66.802,71.6715,11,N/A,N/A,N/A,11,audio delay,1,left,no early,hit,0,0,68.7727,69.9727,69.9727,71.4727,"[70.1315, 70.2571, 70.4074, 70.5655, 70.7284, 70.8971, 71.0961]",[],[],67.302,68.1227,[],68.1227,68.7727
11,73.4629,77.5282,12,N/A,N/A,N/A,12,audio delay,1,left,no early,miss,0,0,75.503,76.703,76.703,[],[],[],[],73.9629,74.853,77.0282,74.853,75.503
12,79.3213,83.8521,13,N/A,N/A,N/A,13,audio delay,1,left,early,miss,0,0,81.8008,83.0008,83.0008,[],81.0508,[],[],79.8213,80.5263,"[83.3521, 83.5248, 83.6855]","[80.5263, 81.1508]","[81.1763, 81.8008]"
13,85.6465,90.6958,14,N/A,N/A,N/A,14,audio delay,1,left,no early,hit,0,0,87.6096,88.8096,88.8096,90.3096,"[89.1558, 89.3454, 89.4797, 89.6472, 89.8186, 89.9778]",[],[],86.1465,86.9596,[],86.9596,87.6096
14,92.4913,97.3366,15,N/A,N/A,N/A,15,audio delay,1,left,no early,hit,0,0,94.4375,95.6375,95.6375,97.1375,"[95.7966, 95.9534, 96.0911, 96.2515, 96.4196, 96.5905]",[],[],92.9913,93.7875,[],93.7875,94.4375
15,99.1314,103.0811,16,N/A,N/A,N/A,16,audio delay,1,right,no early,miss,0,0,101.1612,102.3612,102.3612,[],102.5811,[],[],99.6314,100.5112,[],100.5112,101.1612
16,104.8774,109.7654,17,N/A,N/A,N/A,17,audio delay,1,right,no early,hit,0,0,106.8019,108.0019,108.0019,109.5019,[],[],[],105.3774,106.1519,"[108.2254, 108.355, 108.5349, 108.7018, 108.8846, 109.0199, 109.1772]",106.1519,106.8019
17,111.5629,116.5555,18,N/A,N/A,N/A,18,audio delay,1,right,no early,hit,0,0,113.5502,114.7502,114.7502,116.2502,[],[],[],112.0629,112.9002,"[115.0155, 115.1524, 115.33, 115.4701, 115.6224, 115.7548, 115.906]",112.9002,113.5502
18,118.353,123.1934,19,N/A,N/A,N/A,19,audio delay,1,right,no early,hit,0,0,120.2138,121.4138,121.4138,122.9138,[],[],[],118.853,119.5638,"[121.6534, 121.802, 121.9597, 122.1117, 122.2481, 122.3935]",119.5638,120.2138
19,124.992,130.0036,20,N/A,N/A,N/A,20,audio delay,1,left,no early,hit,0,0,126.992,128.192,128.192,129.692,"[128.4636, 128.6462, 128.7784, 128.9378, 129.1232]",[],[],125.492,126.342,[],126.342,126.992
20,131.803,135.8034,21,N/A,N/A,N/A,21,audio delay,1,left,no early,miss,0,0,133.7238,134.9238,134.9238,[],[],[],[],132.303,133.0738,"[135.3034, 135.47]",133.0738,133.7238
21,137.6052,142.4454,22,1.889,5.500,0.5000,22,audio delay,1,right,no early,hit,0,0,139.494,140.694,140.694,142.194,[],139.4942,139.9942,138.1052,138.844,"[140.9054, 141.0759, 141.241, 141.385, 141.5353, 141.6772, 141.8401]",138.844,139.494
22,144.2467,149.204,23,N/A,N/A,N/A,23,audio delay,1,right,no early,hit,0,0,146.2224,147.4224,147.4224,148.9224,[],[],[],144.7467,145.5724,"[147.664, 147.8015, 147.9797, 148.121, 148.2843, 148.4494, 148.6086]",145.5724,146.2224
23,151.0068,155.8173,24,N/A,N/A,N/A,24,audio delay,1,left,no early,hit,0,0,152.9323,154.1323,154.1323,155.6323,"[154.2773, 154.4313, 154.5601, 154.7102, 154.8794]",[],[],151.5068,152.2823,[],152.2823,152.9323
24,157.6207,161.6417,25,N/A,N/A,N/A,25,audio delay,1,left,no early,miss,0,0,159.6157,160.8157,160.8157,[],[],[],[],158.1207,158.9657,"[161.1417, 161.3181]",158.9657,159.6157
25,163.4466,168.3438,26,2.014,5.500,0.5000,26,audio delay,1,left,no early,hit,0,0,165.4609,166.6609,166.6609,168.1609,"[166.8038, 166.9323, 167.0827, 167.2335, 167.4016, 167.4241]",165.4606,165.9606,163.9466,164.8109,[],164.8109,165.4609
26,170.1493,175.0166,27,N/A,N/A,N/A,27,audio delay,1,right,no early,hit,0,0,171.9688,173.1688,173.1688,174.6688,[],[],[],170.6493,171.3188,"[173.4766, 173.672, 173.8329, 173.9951, 174.156, 174.3071, 174.4419]",171.3188,171.9688
27,176.8221,181.7284,28,N/A,N/A,N/A,28,audio delay,1,left,no early,hit,0,0,178.7344,179.9344,179.9344,181.4344,"[180.1884, 180.3623, 180.5095, 180.6779, 180.8603]",[],[],177.3221,178.0844,[],178.0844,178.7344
28,183.5344,188.3713,29,N/A,N/A,N/A,29,audio delay,1,left,no early,hit,0,0,185.4785,186.6785,186.6785,188.1785,"[186.8313, 186.9778, 187.1202, 187.2796, 187.4579, 187.6718]",[],[],184.0344,184.8285,[],184.8285,185.4785
29,190.1792,195.0458,30,N/A,N/A,N/A,30,audio delay,1,right,no early,hit,0,0,192.0558,193.2558,193.2558,194.7558,[],[],[],190.6792,191.4058,"[193.5058, 193.6893, 193.8642, 194.0226, 194.1851, 194.3392, 194.4796]",191.4058,192.0558
30,196.8555,202.0646,31,2.042,5.500,0.5000,31,audio delay,1,left,early,miss,0,0,"[198.8979, 200.018, 200.1588]","[200.018, 200.1588, 201.3588]",201.3588,[],"[199.918, 200.0588]",198.8975,199.3975,197.3555,198.2479,"[201.5646, 201.7255]",198.2479,198.8979
31,203.8742,208.725,32,1.966,5.500,0.5000,32,audio delay,1,left,no early,hit,0,0,205.8401,207.0401,207.0401,208.5401,"[207.185, 207.3078, 207.4511, 207.6081, 207.8216, 207.9663, 208.1432]",205.8402,206.3402,204.3742,205.1901,[],205.1901,205.8401
32,210.5346,215.5305,33,N/A,N/A,N/A,33,audio delay,1,right,no early,hit,0,0,212.4969,213.6969,213.6969,215.1969,[],[],[],211.0346,211.8469,"[213.9905, 214.1846, 214.3519, 214.5035, 214.672, 214.82, 214.9516]",211.8469,212.4969
33,217.3426,222.2614,34,N/A,N/A,N/A,34,audio delay,1,right,no early,hit,0,0,219.3032,220.5032,220.5032,222.0032,[],[],[],217.8426,218.6532,"[220.7214, 220.857, 221.0365, 221.1856, 221.3262, 221.4777, 221.6194, 221.7686]",218.6532,219.3032
34,224.0739,228.8945,35,N/A,N/A,N/A,35,audio delay,1,left,no early,hit,0,0,225.9206,227.1206,227.1206,228.6206,"[227.3545, 227.5089, 227.6544, 227.826, 227.9846]",[],[],224.5739,225.2706,[],225.2706,225.9206
35,230.7077,235.6272,36,N/A,N/A,N/A,36,audio delay,1,left,no early,hit,0,0,232.5776,233.7776,233.7776,235.2776,"[234.0872, 234.2297, 234.3725, 234.5372, 234.7106]",[],[],231.2077,231.9276,[],231.9276,232.5776
36,237.4409,242.1983,37,N/A,N/A,N/A,37,audio delay,1,left,no early,hit,0,0,239.3275,240.5275,240.5275,242.0275,"[240.6583, 240.8236, 240.9558, 241.1139]",[],[],237.9409,238.6775,[],238.6775,239.3275
37,244.0141,248.9885,38,N/A,N/A,N/A,38,audio delay,1,right,no early,hit,0,0,245.9718,247.1718,247.1718,248.6718,[],[],[],244.5141,245.3218,"[247.4485, 247.6203, 247.7873, 247.9459, 248.1225, 248.278, 248.4213, 248.5764]",245.3218,245.9718
38,250.8045,255.5479,39,1.903,5.500,0.5000,39,audio delay,1,left,no early,hit,0,0,252.7078,253.9078,253.9078,255.4078,"[254.0079, 254.1891, 254.331, 254.4909, 254.6719]",252.7075,253.2075,251.3045,252.0578,[],252.0578,252.7078
39,257.3631,262.2045,40,N/A,N/A,N/A,40,audio delay,1,left,no early,hit,0,0,259.3143,260.5143,260.5143,262.0143,"[260.6645, 260.8017, 260.9484, 261.1063]",[],[],257.8631,258.6643,[],258.6643,259.3143
40,264.0218,268.9874,41,1.948,5.500,0.5000,41,audio delay,1,left,no early,hit,0,0,265.9702,267.1702,267.1702,268.6702,"[267.4474, 267.6323, 267.7775, 267.9458, 268.1187]",265.9698,266.4698,264.5218,265.3202,[],265.3202,265.9702
41,270.8059,275.7981,42,N/A,N/A,N/A,42,audio delay,1,right,no early,hit,0,0,272.8418,274.0418,274.0418,275.5418,[],[],[],271.3059,272.1918,"[274.0494, 274.2581, 274.4515, 274.6236, 274.7729, 274.9252, 275.0636, 275.2054]",272.1918,272.8418
42,277.6164,282.5484,43,N/A,N/A,N/A,43,audio delay,1,left,no early,hit,0,0,279.5992,280.7992,280.7992,282.2992,"[281.0084, 281.1361, 281.316, 281.4734, 281.6497]",[],[],278.1164,278.9492,[],278.9492,279.5992
43,284.368,289.1002,44,N/A,N/A,N/A,44,audio delay,1,left,no early,hit,0,0,286.2066,287.4066,287.4066,288.9066,"[287.5602, 287.7093, 287.8552, 288.0269, 288.2111]",[],[],284.868,285.5566,[],285.5566,286.2066
44,290.9215,295.8512,45,N/A,N/A,N/A,45,audio delay,1,right,no early,hit,0,0,292.8782,294.0782,294.0782,295.5782,[],[],[],291.4215,292.2282,"[294.1075, 294.3112, 294.5154, 294.6752, 294.8225, 294.9924, 295.1447, 295.2803]",292.2282,292.8782
45,297.6728,302.3711,46,N/A,N/A,N/A,46,audio delay,1,left,no early,hit,0,0,299.5091,300.7091,300.7091,302.2091,"[300.8311, 300.9486, 301.0827, 301.244, 301.4176, 301.5747]",[],[],298.1728,298.8591,[],298.8591,299.5091
46,304.1935,308.0845,47,N/A,N/A,N/A,47,audio delay,1,left,no early,miss,0,0,306.1009,307.3009,307.3009,[],[],[],[],304.6935,305.4509,"[307.5845, 307.7708]",305.4509,306.1009
47,309.9075,314.8042,48,N/A,N/A,N/A,48,audio delay,1,left,no early,hit,0,0,311.9058,313.1058,313.1058,314.6058,"[313.2642, 313.3774, 313.5101, 313.6762, 313.846]",[],[],310.4075,311.2558,[],311.2558,311.9058
48,316.6286,321.5944,49,1.838,5.500,0.5000,49,audio delay,1,right,no early,hit,0,0,318.4666,319.6666,319.6666,321.1666,[],318.4666,318.9666,317.1286,317.8166,"[320.0544, 320.2453, 320.4125, 320.5652, 320.7028, 320.8497]",317.8166,318.4666
49,323.42,328.3274,50,N/A,N/A,N/A,50,audio delay,1,left,no early,hit,0,0,325.3021,326.5021,326.5021,328.0021,"[326.7874, 326.9392, 327.1019, 327.2761, 327.436]",[],[],323.92,324.6521,[],324.6521,325.3021
50,330.1536,335.061,51,N/A,N/A,N/A,51,audio delay,1,left,no early,hit,0,0,332.1932,333.3932,333.3932,334.8932,"[333.521, 333.6379, 333.7661, 333.9207, 334.084]",[],[],330.6536,331.5432,[],331.5432,332.1932
51,336.8873,341.9905,52,N/A,N/A,N/A,52,audio delay,1,right,no early,hit,0,0,338.9324,340.1324,340.1324,341.6324,[],[],[],337.3873,338.2824,"[340.4505, 340.6521, 340.8057, 340.968, 341.1407, 341.3005, 341.4666]",338.2824,338.9324
52,343.8186,348.8115,53,N/A,N/A,N/A,53,audio delay,1,left,no early,hit,0,0,345.8485,347.0485,347.0485,348.5485,"[347.2715, 347.4229, 347.5841, 347.7575]",[],[],344.3186,345.1985,[],345.1985,345.8485
53,350.641,354.5845,54,N/A,N/A,N/A,54,audio delay,1,left,no early,miss,0,0,352.5668,353.7668,353.7668,[],[],[],[],351.141,351.9168,"[354.0845, 354.2651]",351.9168,352.5668
54,356.4134,361.6341,55,N/A,N/A,N/A,55,audio delay,1,left,no early,hit,0,0,358.43,359.63,359.63,361.13,"[360.0941, 360.273, 360.3003, 360.4289, 360.5916, 360.9578, 361.1059]",[],[],356.9134,357.78,[],357.78,358.43
55,363.4638,368.3548,56,N/A,N/A,N/A,56,audio delay,1,right,no early,hit,0,0,365.3166,366.5166,366.5166,368.0166,[],[],[],363.9638,364.6666,"[366.8148, 367.0017, 367.1829, 367.344, 367.5077, 367.6606, 367.8169, 367.958]",364.6666,365.3166
56,370.1864,375.0011,57,N/A,N/A,N/A,57,audio delay,1,left,no early,hit,0,0,372.1293,373.3293,373.3293,374.8293,"[373.4611, 373.5654, 373.7089, 373.8707, 374.0572]",[],[],370.6864,371.4793,[],371.4793,372.1293
57,376.8319,381.6079,58,N/A,N/A,N/A,58,audio delay,1,left,no early,hit,0,0,378.728,379.928,379.928,381.428,"[380.0679, 380.2168, 380.3443, 380.544, 380.6864, 380.882]",[],[],377.3319,378.078,[],378.078,378.728
58,383.4417,388.4363,59,N/A,N/A,N/A,59,audio delay,1,right,no early,hit,0,0,385.4331,386.6331,386.6331,388.1331,[],[],[],383.9417,384.7831,"[386.8963, 387.0513, 387.2213, 387.3748, 387.5327, 387.6929]",384.7831,385.4331
59,390.2698,394.1613,60,N/A,N/A,N/A,60,audio delay,1,left,no early,miss,0,0,392.2155,393.4155,393.4155,[],394.16,[],[],390.7698,391.5655,"[393.6613, 393.8237]",391.5655,392.2155
60,396.1613,400.9305,61,1.888,5.500,0.5000,61,audio delay,1,left,no early,hit,0,0,398.0489,399.2489,399.2489,400.7489,"[399.3905, 399.5427, 399.6752, 399.8457, 400.0073]",398.0493,398.5493,396.6613,397.3989,[],397.3989,398.0489
