id,start_time,stop_time,trial,photostim_onset,photostim_power,photostim_duration,trial_uid,task,task_protocol,trial_instruction,early_lick,outcome,auto_water,free_water,delay_start_times,delay_stop_times,go_start_times,go_stop_times,left_lick_times,photostim_start_times,photostim_stop_times,presample_start_times,presample_stop_times,right_lick_times,sample_start_times,sample_stop_times
0,0.0,5.6018,1,N/A,N/A,N/A,1,audio delay,1,right,early,ignore,0,0,2.6018,3.8018,3.8018,3.8518,[],[],[],0.5,0.51,1.8518,"[1.2949, 1.9518]","[1.8518, 2.6018]"
1,7.3943,11.6188,2,N/A,N/A,N/A,2,audio delay,1,right,no early,miss,0,0,9.4532,10.6532,10.6532,10.7032,11.1188,[],[],7.8943,7.9043,11.548,8.8032,9.4532
2,14.0939,18.3118,3,N/A,N/A,N/A,3,audio delay,1,right,no early,miss,0,0,16.0425,17.2425,17.2425,17.2925,17.8118,[],[],14.5939,14.6039,[],15.3925,16.0425
3,20.1039,24.1155,4,N/A,N/A,N/A,4,audio delay,1,right,no early,miss,0,0,22.0605,23.2605,23.2605,23.3105,23.6155,[],[],20.6039,20.6139,[],21.4105,22.0605
4,25.9083,30.8638,5,N/A,N/A,N/A,5,audio delay,1,right,no early,ignore,0,0,27.8638,29.0638,29.0638,29.1138,[],[],[],26.4083,26.4183,[],27.2138,27.8638
5,32.6579,37.8455,6,N/A,N/A,N/A,6,audio delay,1,right,early,ignore,0,0,"[34.6627, 34.8455]","[34.7455, 36.0455]",36.0455,36.0955,[],[],[],33.1579,33.1679,"[34.7455, 34.8068]",34.0127,34.6627
6,39.6437,45.3602,7,N/A,N/A,N/A,7,audio delay,1,right,no early,hit,1,0,41.6525,42.8525,42.8525,42.9025,[],[],[],40.1437,40.1537,"[43.8601, 44.2096, 44.3971, 44.5695, 44.9026]",41.0025,41.6525
7,47.1593,51.13,8,N/A,N/A,N/A,8,audio delay,1,right,no early,miss,0,0,49.0635,50.2635,50.2635,50.3135,50.63,[],[],47.6593,47.6693,"[50.8665, 51.0925]",48.4135,49.0635
8,53.8866,59.8038,9,N/A,N/A,N/A,9,audio delay,1,right,early,hit,0,0,56.6751,57.8751,57.8751,57.9251,[],[],[],54.3866,54.3966,"[55.7129, 55.9251, 58.2588, 58.5028, 58.7036, 58.8853, 59.0684, 59.0883, 59.2564]","[55.1586, 55.8129, 56.0251]","[55.7129, 55.9251, 56.6751]"
9,61.6013,65.6811,10,N/A,N/A,N/A,10,audio delay,1,right,no early,miss,0,0,63.5904,64.7904,64.7904,64.8404,65.1811,[],[],62.1013,62.1113,65.3983,62.9404,63.5904
