id,start_time,stop_time,trial,photostim_onset,photostim_power,photostim_duration,trial_uid,task,task_protocol,trial_instruction,early_lick,outcome,auto_water,free_water,delay_start_times,delay_stop_times,go_start_times,go_stop_times,left_lick_times,photostim_start_times,photostim_stop_times,presample_start_times,presample_stop_times,right_lick_times,sample_start_times,sample_stop_times
0,0.0,5.484,1,N/A,N/A,N/A,1,audio delay,1,left,no early,hit,0,0,1.8927,3.6927,3.6927,3.7427,"[3.944, 4.0764, 4.4619]",[],[],0.5,0.51,[],1.2427,1.8927
1,7.2916,12.2668,2,N/A,N/A,N/A,2,audio delay,1,left,early,miss,0,0,"[9.123, 10.0017, 10.234]","[9.9017, 10.134, 11.434]",11.434,11.484,"[9.9017, 10.134]",[],[],7.7916,7.8016,"[11.7668, 11.9937]",8.473,9.123
2,14.0604,19.0484,3,N/A,N/A,N/A,3,audio delay,1,left,no early,hit,0,0,15.9228,17.1228,17.1228,17.1728,"[17.5084, 18.0096]",[],[],14.5604,14.5704,[],15.2728,15.9228
3,21.2281,26.5892,4,N/A,N/A,N/A,4,audio delay,1,left,no early,hit,0,0,23.1881,24.3881,24.3881,24.4381,25.0492,[],[],21.7281,21.7381,[],22.5381,23.1881
4,28.3816,33.9796,5,N/A,N/A,N/A,5,audio delay,1,left,early,hit,0,0,30.8814,32.0814,32.0814,32.1314,"[30.1314, 32.4396, 33.3054]",[],[],28.8816,28.8916,[],"[29.6989, 30.2314]","[30.1314, 30.8814]"
5,35.7735,40.6415,6,N/A,N/A,N/A,6,audio delay,1,right,no early,ignore,0,0,37.6415,38.8415,38.8415,38.8915,36.1378,[],[],36.2735,36.2835,[],36.9915,37.6415
6,43.7239,48.3456,7,N/A,N/A,N/A,7,audio delay,1,right,early,miss,0,0,46.1521,47.3521,47.3521,47.4021,"[45.4021, 47.8456]",[],[],44.2239,44.2339,[],"[45.0413, 45.5021]","[45.4021, 46.1521]"
7,50.1423,55.1814,8,N/A,N/A,N/A,8,audio delay,1,right,no early,hit,0,0,52.1851,53.3851,53.3851,53.4351,54.563,[],[],50.6423,50.6523,"[53.6414, 53.8395, 53.9985]",51.5351,52.1851
8,56.9786,62.6149,9,N/A,N/A,N/A,9,audio delay,1,right,early,hit,0,0,59.5515,60.7515,60.7515,60.8015,58.5561,[],[],57.4786,57.4886,"[58.8015, 61.0749, 61.2685, 61.4432, 61.6271]","[58.1706, 58.6561, 58.9015]","[58.5561, 58.8015, 59.5515]"
9,64.414,69.9321,10,N/A,N/A,N/A,10,audio delay,1,right,early,hit,0,0,66.8461,68.0461,68.0461,68.0961,[],[],[],64.914,64.924,"[66.0961, 68.3921, 68.607, 68.7548]","[65.6024, 66.1961]","[66.0961, 66.8461]"
10,71.7342,77.5386,11,N/A,N/A,N/A,11,audio delay,1,right,early,hit,0,0,74.3666,75.5666,75.5666,75.6166,[],[],[],72.2342,72.2442,"[73.4031, 73.6166, 75.9986, 76.2144, 76.4163]","[73.1387, 73.5031, 73.7166]","[73.4031, 73.6166, 74.3666]"
11,79.3399,84.352,12,N/A,N/A,N/A,12,audio delay,1,left,no early,hit,0,0,81.281,82.481,82.481,82.531,82.812,[],[],79.8399,79.8499,[],80.631,81.281
12,86.156,90.1672,13,N/A,N/A,N/A,13,audio delay,1,left,no early,ignore,0,0,88.0672,88.3672,88.3672,88.4172,[],[],[],86.656,86.666,[],87.4172,88.0672
13,91.9736,95.8014,14,N/A,N/A,N/A,14,audio delay,1,left,no early,miss,0,0,93.8367,95.0367,95.0367,95.0867,[],[],[],92.4736,92.4836,"[95.3014, 95.508, 95.6932]",93.1867,93.8367
14,97.6083,101.494,15,N/A,N/A,N/A,15,audio delay,1,left,no early,miss,0,0,99.454,100.654,100.654,100.704,[],[],[],98.1083,98.1183,100.994,98.804,99.454
15,103.2992,107.5957,16,N/A,N/A,N/A,16,audio delay,1,left,early,miss,0,0,105.6193,106.8193,106.8193,106.8693,104.8693,[],[],103.7992,103.8092,107.0957,"[104.5875, 104.9693]","[104.8693, 105.6193]"
16,109.4053,114.558,17,N/A,N/A,N/A,17,audio delay,1,left,no early,hit,0,0,111.4412,112.6412,112.6412,112.6912,113.018,[],[],109.9053,109.9153,[],110.7912,111.4412
17,116.3653,121.3353,18,N/A,N/A,N/A,18,audio delay,1,left,no early,ignore,0,0,118.3353,119.5353,119.5353,119.5853,116.5872,[],[],116.8653,116.8753,[],117.6853,118.3353
18,123.1469,128.2541,19,N/A,N/A,N/A,19,audio delay,1,left,no early,hit,0,0,125.1255,126.3255,126.3255,126.3755,"[126.7141, 126.8987]",[],[],123.6469,123.6569,[],124.4755,125.1255
19,130.0662,135.4849,20,N/A,N/A,N/A,20,audio delay,1,left,early,hit,0,0,132.573,133.773,133.773,133.823,"[131.5453, 131.823, 133.9449, 134.3441]",[],[],130.5662,130.5762,[],"[131.3929, 131.6453, 131.923]","[131.5453, 131.823, 132.573]"
