id,start_time,stop_time,trial,photostim_onset,photostim_power,photostim_duration,trial_uid,task,task_protocol,trial_instruction,early_lick,outcome,auto_water,free_water,delay_start_times,delay_stop_times,go_start_times,go_stop_times,left_lick_times,photostim_start_times,photostim_stop_times,presample_start_times,presample_stop_times,right_lick_times,sample_start_times,sample_stop_times
0,0.0,5.1001,1,N/A,N/A,N/A,1,audio delay,1,left,no early,hit,0,0,2.0197,3.2197,3.2197,3.2697,"[3.5701, 4.3102, 4.5395, 4.7202, 4.9121]",[],[],0.5,0.51,[],1.3697,2.0197
1,7.3284,12.1192,2,N/A,N/A,N/A,2,audio delay,1,left,no early,hit,0,0,9.1427,10.3427,10.3427,10.3927,"[10.5892, 10.7614, 10.7995, 10.9643, 11.1728, 11.3858]",[],[],7.8284,7.8384,[],8.4927,9.1427
2,13.9185,18.9284,3,N/A,N/A,N/A,3,audio delay,1,left,no early,hit,0,0,15.9223,17.1223,17.1223,17.1723,"[17.3984, 17.5667, 17.7733, 17.9694, 18.1736, 18.3361, 18.5471]",[],[],14.4185,14.4285,[],15.2723,15.9223
3,20.7241,25.6027,4,N/A,N/A,N/A,4,audio delay,1,left,no early,hit,0,0,22.6638,23.8638,23.8638,23.9138,"[24.0727, 24.2113, 24.4249, 24.6087, 24.8059, 25.007, 25.1794]",[],[],21.2241,21.2341,[],22.0138,22.6638
4,27.3958,31.783,5,N/A,N/A,N/A,5,audio delay,1,right,no early,miss,0,0,29.2691,31.0691,31.0691,31.1191,"[31.283, 31.4055, 31.6177]",[],[],27.8958,27.9058,[],28.6191,29.2691
5,34.483,39.3596,6,N/A,N/A,N/A,6,audio delay,1,right,no early,hit,0,0,36.4178,37.6178,37.6178,37.6678,[],[],[],34.983,34.993,"[37.8296, 38.1661, 38.3924, 38.5525, 38.6965, 38.8821, 39.063, 39.2692]",35.7678,36.4178
6,41.3032,45.3405,7,N/A,N/A,N/A,7,audio delay,1,right,no early,hit,0,0,43.2519,43.5519,43.5519,43.6019,[],[],[],41.8032,41.8132,"[43.8105, 43.9993, 44.1674, 44.3502, 44.5378, 44.7163]",42.6019,43.2519
7,47.1376,51.9356,8,N/A,N/A,N/A,8,audio delay,1,right,no early,hit,0,0,48.9591,50.1591,50.1591,50.2091,[],[],[],47.6376,47.6476,"[50.4056, 50.5055, 50.6759, 50.8528, 51.0293, 51.2136, 51.3891]",48.3091,48.9591
8,53.7342,58.2792,9,N/A,N/A,N/A,9,audio delay,1,right,early,miss,0,0,"[55.5627, 56.2547, 56.4246]","[56.1547, 56.3246, 57.6246]",57.6246,57.6746,57.7792,[],[],54.2342,54.2442,"[56.1547, 56.3246, 58.1094, 58.2604]",54.9127,55.5627
9,60.0772,65.0019,10,N/A,N/A,N/A,10,audio delay,1,right,no early,hit,0,0,62.0906,63.2906,63.2906,63.3406,[],[],[],60.5772,60.5872,"[63.4719, 63.6185, 63.7954, 63.9789, 64.1485, 64.3525, 64.501]",61.4406,62.0906
10,66.8044,71.6327,11,N/A,N/A,N/A,11,audio delay,1,left,no early,hit,0,0,68.7475,69.9475,69.9475,69.9975,"[70.1027, 70.1644, 70.2529, 70.4382, 70.575, 70.7755, 70.9623, 71.1428, 71.339]",[],[],67.3044,67.3144,[],68.0975,68.7475
11,73.4349,78.1953,12,N/A,N/A,N/A,12,audio delay,1,left,no early,hit,0,0,75.2503,76.4503,76.4503,76.5003,"[76.6653, 76.7729, 76.9639, 77.1487, 77.3382, 77.5954]",[],[],73.9349,73.9449,[],74.6003,75.2503
12,79.9989,84.8537,13,N/A,N/A,N/A,13,audio delay,1,left,no early,hit,0,0,81.8944,83.0944,83.0944,83.1444,"[83.3237, 83.418, 83.6005, 83.7503, 83.9824, 84.1625, 84.378]",[],[],80.4989,80.5089,[],81.2444,81.8944
13,86.6574,91.5095,14,N/A,N/A,N/A,14,audio delay,1,left,no early,hit,0,0,88.5092,89.7092,89.7092,89.7592,"[89.9795, 90.1795, 90.3393, 90.5102, 90.7368, 90.8968, 91.1122]",[],[],87.1574,87.1674,[],87.8592,88.5092
14,93.3174,98.3519,15,N/A,N/A,N/A,15,audio delay,1,right,no early,hit,0,0,95.2586,96.4586,96.4586,96.5086,[],[],[],93.8174,93.8274,"[96.8219, 96.9949, 97.1892, 97.3896]",94.6086,95.2586
15,100.158,105.2665,16,N/A,N/A,N/A,16,audio delay,1,right,no early,hit,0,0,102.1822,103.3822,103.3822,103.4322,[],[],[],100.658,100.668,"[103.7365, 103.9084, 104.0826, 104.2563, 104.4454, 104.6374]",101.5322,102.1822
16,107.0734,111.9525,17,2.654,5.500,0.5000,17,audio delay,1,right,no early,hit,0,0,109.0275,110.2275,110.2275,110.2775,[],109.7274,110.2274,107.5734,107.5834,"[110.4225, 110.5825, 110.7484, 110.9155, 111.0931]",108.3775,109.0275
17,113.7617,118.7472,18,2.584,5.500,0.5000,18,audio delay,1,left,no early,hit,0,0,115.6452,116.8452,116.8452,116.8952,"[117.2172, 117.4609, 117.6044, 117.8167, 117.9653, 118.1325]",116.3457,116.8457,114.2617,114.2717,[],114.9952,115.6452
18,120.5567,125.4983,19,N/A,N/A,N/A,19,audio delay,1,right,no early,hit,0,0,122.4313,123.6313,123.6313,123.6813,[],[],[],121.0567,121.0667,"[123.9683, 124.1401, 124.323, 124.4895, 124.6938]",121.7813,122.4313
19,127.3083,131.346,20,N/A,N/A,N/A,20,audio delay,1,left,early,miss,0,0,129.451,130.651,130.651,130.701,[],[],[],127.8083,127.8183,"[128.701, 130.846, 130.9589, 131.1533]","[128.4838, 128.801]","[128.701, 129.451]"
20,133.1584,135.9446,21,N/A,N/A,N/A,21,audio delay,1,left,no early,miss,0,0,134.9951,135.2951,135.2951,135.3451,[],[],[],133.6584,133.6684,"[135.4446, 135.5315, 135.682]",134.3451,134.9951
21,137.7573,142.6887,22,N/A,N/A,N/A,22,audio delay,1,right,no early,hit,0,0,139.7771,140.9771,140.9771,141.0271,[],[],[],138.2573,138.2673,"[141.1587, 141.2535, 141.4548, 141.6012, 141.7674, 141.9754]",139.1271,139.7771
22,144.5023,149.4519,23,N/A,N/A,N/A,23,audio delay,1,right,no early,hit,0,0,146.546,147.746,147.746,147.796,[],[],[],145.0023,145.0123,"[147.9219, 148.0651, 148.2177, 148.436, 148.5728, 148.7328]",145.896,146.546
23,151.2671,155.3003,24,N/A,N/A,N/A,24,audio delay,1,right,no early,hit,0,0,153.2981,153.5981,153.5981,153.6481,[],[],[],151.7671,151.7771,"[153.7703, 153.8663, 154.0073, 154.1632, 154.3301, 154.5131, 154.678]",152.6481,153.2981
24,157.1161,161.9245,25,N/A,N/A,N/A,25,audio delay,1,left,no early,hit,0,0,159.023,160.223,160.223,160.273,"[160.3945, 160.5894, 160.7521, 160.9302, 161.1187, 161.2978]",[],[],157.6161,157.6261,[],158.373,159.023
25,163.7424,168.6546,26,N/A,N/A,N/A,26,audio delay,1,left,no early,hit,0,0,165.7677,166.9677,166.9677,167.0177,"[167.1246, 167.3567, 167.5709, 167.7164, 167.9078, 168.1122]",[],[],164.2424,164.2524,[],165.1177,165.7677
26,170.4752,175.2687,27,2.629,5.500,0.5000,27,audio delay,1,left,no early,hit,0,0,172.4046,173.6046,173.6046,173.6546,"[173.7387, 173.9318, 174.103, 174.2891, 174.4812, 174.6564, 174.8569]",173.1042,173.6042,170.9752,170.9852,[],171.7546,172.4046
27,177.0889,181.7948,28,N/A,N/A,N/A,28,audio delay,1,left,no early,hit,0,0,178.9416,180.1416,180.1416,180.1916,"[180.2648, 180.373, 180.5629, 180.7087, 180.918, 181.0909, 181.3246]",[],[],177.5889,177.5989,[],178.2916,178.9416
28,183.6182,187.4965,29,N/A,N/A,N/A,29,audio delay,1,right,no early,miss,0,0,185.4466,186.6466,186.6466,186.6966,"[186.9965, 187.3881]",[],[],184.1182,184.1282,187.21,184.7966,185.4466
29,189.319,194.1472,30,N/A,N/A,N/A,30,audio delay,1,left,no early,hit,0,0,191.1731,192.3731,192.3731,192.4231,"[192.6172, 192.7962, 192.9427, 193.117, 193.3129, 193.492]",[],[],189.819,189.829,[],190.5231,191.1731
30,195.9734,200.7499,31,2.553,5.500,0.5000,31,audio delay,1,right,no early,hit,0,0,197.8265,199.0265,199.0265,199.0765,[],198.5264,199.0264,196.4734,196.4834,"[199.2199, 199.346, 199.5618, 199.7232, 199.8757, 200.0912]",197.1765,197.8265
